problem_id,goal,task_success,task_plan,task_plan_success_prefix
train/pick_and_place_simple-SoapBottle-None-GarbageCan-417/trial_T20190909_120106_745160,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o SoapBottleType)\n\t\t(receptacleType ?r GarbageCanType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_9_bar__minus_4_bar_3_bar_60 soapbottle__minus_10_dot_27090072_comma__minus_10_dot_27090072_comma__minus_3_dot_6060004_comma__minus_3_dot_6060004_comma_0_dot_3303899764_comma_0_dot_3303899764 cabinet__minus_10_dot_01712704_comma__minus_10_dot_01712704_comma__minus_4_dot_95500852_comma__minus_4_dot_95500852_comma_1_dot_6016216_comma_1_dot_6016216)\n(PutObjectInReceptacle agent1 loc_bar__minus_9_bar__minus_3_bar_1_bar_60 soapbottletype soapbottle__minus_10_dot_27090072_comma__minus_10_dot_27090072_comma__minus_3_dot_6060004_comma__minus_3_dot_6060004_comma_0_dot_3303899764_comma_0_dot_3303899764 garbagecan__minus_6_dot_112_comma__minus_6_dot_112_comma__minus_0_dot_728_comma__minus_0_dot_728_comma_0_dot_002675928176_comma_0_dot_002675928176)')",True,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-AppleSliced-None-DiningTable-18/trial_T20190909_022438_980686,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r DiningTableType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_3_bar_13_bar_1_bar_45 knife_5_dot_61547136_comma_5_dot_61547136_comma_13_dot_29782296_comma_13_dot_29782296_comma_4_dot_08960152_comma_4_dot_08960152 countertop_5_dot_564_comma_5_dot_564_comma_3_dot_588_comma_3_dot_588_comma_4_dot_1128_comma_4_dot_1128)\n(CutObject_0 knife_5_dot_61547136_comma_5_dot_61547136_comma_13_dot_29782296_comma_13_dot_29782296_comma_4_dot_08960152_comma_4_dot_08960152 agent1 loc_bar_0_bar_22_bar_0_bar_60 apple_0_dot_31808824_comma_0_dot_31808824_comma_24_dot_25424956_comma_24_dot_25424956_comma_3_dot_338486_comma_3_dot_338486)\n(PutObjectInReceptacle agent1 loc_bar_4_bar_22_bar_1_bar_30 knifetype knife_5_dot_61547136_comma_5_dot_61547136_comma_13_dot_29782296_comma_13_dot_29782296_comma_4_dot_08960152_comma_4_dot_08960152 fridge_8_dot_14_comma_8_dot_14_comma_22_dot_504_comma_22_dot_504_comma_0_dot_0_comma_0_dot_0)\n(PickupObjectInReceptacle agent1 loc_bar_0_bar_22_bar_0_bar_60 apple_0_dot_31808824_comma_0_dot_31808824_comma_24_dot_25424956_comma_24_dot_25424956_comma_3_dot_338486_comma_3_dot_338486 diningtable__minus_0_dot_624711872_comma__minus_0_dot_624711872_comma_25_dot_896156_comma_25_dot_896156_comma_2_dot_673336984_comma_2_dot_673336984)\n(ChillObject_0 fridge_8_dot_14_comma_8_dot_14_comma_22_dot_504_comma_22_dot_504_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar_4_bar_22_bar_1_bar_30 apple_0_dot_31808824_comma_0_dot_31808824_comma_24_dot_25424956_comma_24_dot_25424956_comma_3_dot_338486_comma_3_dot_338486)\n(PutObjectInReceptacle agent1 loc_bar_3_bar_26_bar_3_bar_45 appletype apple_0_dot_31808824_comma_0_dot_31808824_comma_24_dot_25424956_comma_24_dot_25424956_comma_3_dot_338486_comma_3_dot_338486 diningtable__minus_0_dot_624711872_comma__minus_0_dot_624711872_comma_25_dot_896156_comma_25_dot_896156_comma_2_dot_673336984_comma_2_dot_673336984)')",True,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
train/pick_and_place_simple-AppleSliced-None-Fridge-30/trial_T20190907_105523_799331,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o AppleType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_4_bar__minus_2_bar_0_bar_45 knife_4_dot_39545632_comma_4_dot_39545632_comma_0_dot_721947668_comma_0_dot_721947668_comma_3_dot_7348736_comma_3_dot_7348736 countertop_4_dot_844_comma_4_dot_844_comma_1_dot_856_comma_1_dot_856_comma_3_dot_7488_comma_3_dot_7488)\n(CutObject_0 knife_4_dot_39545632_comma_4_dot_39545632_comma_0_dot_721947668_comma_0_dot_721947668_comma_3_dot_7348736_comma_3_dot_7348736 agent1 loc_bar_4_bar__minus_3_bar_2_bar_60 apple_4_dot_3444972_comma_4_dot_3444972_comma__minus_5_dot_6285138_comma__minus_5_dot_6285138_comma_3_dot_149359464_comma_3_dot_149359464)')",False,"PickupObjectInReceptacle, CutObject_0","PickupObjectInReceptacle, CutObject_0"
train/pick_and_place_simple-Plunger-None-Cabinet-405/trial_T20190908_120726_695995,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PlungerType)\n\t\t(receptacleType ?r CabinetType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectNotInReceptacle agent1 loc_bar__minus_10_bar_3_bar_0_bar_60 plunger__minus_12_dot_17401028_comma__minus_12_dot_17401028_comma_6_dot_73406504_comma_6_dot_73406504_comma_0_dot_013557136_comma_0_dot_013557136)\n(PutObjectInReceptacle agent1 loc_bar__minus_7_bar_0_bar_3_bar_45 plungertype plunger__minus_12_dot_17401028_comma__minus_12_dot_17401028_comma_6_dot_73406504_comma_6_dot_73406504_comma_0_dot_013557136_comma_0_dot_013557136 cabinet__minus_11_dot_04684_comma__minus_11_dot_04684_comma_2_dot_399622_comma_2_dot_399622_comma_1_dot_7867198_comma_1_dot_7867198)')",True,"PickupObjectNotInReceptacle, PutObjectInReceptacle","PickupObjectNotInReceptacle, PutObjectInReceptacle"
train/pick_clean_then_place_in_recep-ButterKnife-None-Drawer-2/trial_T20190908_044255_995925,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o ButterKnifeType)\n\t\t(receptacleType ?r DrawerType)\n\t\t(inReceptacle ?o ?r)\n\t\t(cleanable ?o)\n\t\t(isClean ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_5_bar_5_bar_1_bar_60 butterknife_6_dot_63504504_comma_6_dot_63504504_comma_5_dot_46324_comma_5_dot_46324_comma_3_dot_0533844_comma_3_dot_0533844 drawer_6_dot_0_comma_6_dot_0_comma_4_dot_88_comma_4_dot_88_comma_3_dot_1304_comma_3_dot_1304)\n(RinseObject_0 sinkbasin__minus_0_dot_06_comma__minus_0_dot_06_comma__minus_5_dot_742_comma__minus_5_dot_742_comma_2_dot_948_comma_2_dot_948 agent1 loc_bar_0_bar__minus_3_bar_2_bar_60 butterknife_6_dot_63504504_comma_6_dot_63504504_comma_5_dot_46324_comma_5_dot_46324_comma_3_dot_0533844_comma_3_dot_0533844)\n(PutObjectInReceptacle agent1 loc_bar_1_bar_8_bar_1_bar_45 butterknifetype butterknife_6_dot_63504504_comma_6_dot_63504504_comma_5_dot_46324_comma_5_dot_46324_comma_3_dot_0533844_comma_3_dot_0533844 drawer_6_dot_0_comma_6_dot_0_comma_4_dot_88_comma_4_dot_88_comma_0_dot_8_comma_0_dot_8)')",False,"PickupObjectInReceptacle, RinseObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, RinseObject_0"
train/pick_and_place_simple-TomatoSliced-None-Fridge-6/trial_T20190918_162404_957531,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r CabinetType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_7_bar_7_bar_3_bar_60 knife__minus_8_dot_82566928_comma__minus_8_dot_82566928_comma_7_dot_32242_comma_7_dot_32242_comma_3_dot_7449984_comma_3_dot_7449984 countertop__minus_5_dot_94_comma__minus_5_dot_94_comma_5_dot_276_comma_5_dot_276_comma_3_dot_7856_comma_3_dot_7856)\n(CutObject_0 knife__minus_8_dot_82566928_comma__minus_8_dot_82566928_comma_7_dot_32242_comma_7_dot_32242_comma_3_dot_7449984_comma_3_dot_7449984 agent1 loc_bar_3_bar__minus_4_bar_2_bar_60 tomato_3_dot_2485616_comma_3_dot_2485616_comma__minus_5_dot_72709276_comma__minus_5_dot_72709276_comma_3_dot_812916996_comma_3_dot_812916996)\n(PutObjectInReceptacle agent1 loc_bar__minus_7_bar_8_bar_3_bar__minus_30 knifetype knife__minus_8_dot_82566928_comma__minus_8_dot_82566928_comma_7_dot_32242_comma_7_dot_32242_comma_3_dot_7449984_comma_3_dot_7449984 cabinet__minus_9_dot_784_comma__minus_9_dot_784_comma_6_dot_752_comma_6_dot_752_comma_7_dot_79599952_comma_7_dot_79599952)\n(PickupObjectInReceptacle agent1 loc_bar_3_bar__minus_4_bar_2_bar_60 tomato_3_dot_2485616_comma_3_dot_2485616_comma__minus_5_dot_72709276_comma__minus_5_dot_72709276_comma_3_dot_812916996_comma_3_dot_812916996 countertop_1_dot_896_comma_1_dot_896_comma__minus_6_dot_5_comma__minus_6_dot_5_comma_3_dot_7856_comma_3_dot_7856)\n(PutObjectInReceptacle agent1 loc_bar_2_bar__minus_4_bar_2_bar__minus_30 tomatotype tomato_3_dot_2485616_comma_3_dot_2485616_comma__minus_5_dot_72709276_comma__minus_5_dot_72709276_comma_3_dot_812916996_comma_3_dot_812916996 cabinet_0_dot_596_comma_0_dot_596_comma__minus_6_dot_4136_comma__minus_6_dot_4136_comma_8_dot_03599928_comma_8_dot_03599928)')",False,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle"
train/pick_and_place_simple-TomatoSliced-None-Fridge-6/trial_T20190918_162404_957531,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_7_bar_7_bar_3_bar_60 knife__minus_8_dot_82566928_comma__minus_8_dot_82566928_comma_7_dot_32242_comma_7_dot_32242_comma_3_dot_7449984_comma_3_dot_7449984 countertop__minus_5_dot_94_comma__minus_5_dot_94_comma_5_dot_276_comma_5_dot_276_comma_3_dot_7856_comma_3_dot_7856)\n(CutObject_0 knife__minus_8_dot_82566928_comma__minus_8_dot_82566928_comma_7_dot_32242_comma_7_dot_32242_comma_3_dot_7449984_comma_3_dot_7449984 agent1 loc_bar_3_bar__minus_4_bar_2_bar_60 tomato_3_dot_2485616_comma_3_dot_2485616_comma__minus_5_dot_72709276_comma__minus_5_dot_72709276_comma_3_dot_812916996_comma_3_dot_812916996)\n(PutObjectInReceptacle agent1 loc_bar__minus_7_bar__minus_3_bar_3_bar_60 knifetype knife__minus_8_dot_82566928_comma__minus_8_dot_82566928_comma_7_dot_32242_comma_7_dot_32242_comma_3_dot_7449984_comma_3_dot_7449984 fridge__minus_9_dot_90399932_comma__minus_9_dot_90399932_comma__minus_3_dot_132_comma__minus_3_dot_132_comma_0_dot_0_comma_0_dot_0)\n(PickupObjectInReceptacle agent1 loc_bar_3_bar__minus_4_bar_2_bar_60 tomato_3_dot_2485616_comma_3_dot_2485616_comma__minus_5_dot_72709276_comma__minus_5_dot_72709276_comma_3_dot_812916996_comma_3_dot_812916996 countertop_1_dot_896_comma_1_dot_896_comma__minus_6_dot_5_comma__minus_6_dot_5_comma_3_dot_7856_comma_3_dot_7856)\n(PutObjectInReceptacle agent1 loc_bar__minus_7_bar__minus_3_bar_3_bar_60 tomatotype tomato_3_dot_2485616_comma_3_dot_2485616_comma__minus_5_dot_72709276_comma__minus_5_dot_72709276_comma_3_dot_812916996_comma_3_dot_812916996 fridge__minus_9_dot_90399932_comma__minus_9_dot_90399932_comma__minus_3_dot_132_comma__minus_3_dot_132_comma_0_dot_0_comma_0_dot_0)')",False,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle"
train/pick_and_place_simple-TomatoSliced-None-Fridge-6/trial_T20190918_162404_957531,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(receptacleType ?r FridgeType)\n\t\t(inReceptacle ?o ?r)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_7_bar_7_bar_3_bar_60 knife__minus_8_dot_82566928_comma__minus_8_dot_82566928_comma_7_dot_32242_comma_7_dot_32242_comma_3_dot_7449984_comma_3_dot_7449984 countertop__minus_5_dot_94_comma__minus_5_dot_94_comma_5_dot_276_comma_5_dot_276_comma_3_dot_7856_comma_3_dot_7856)\n(CutObject_0 knife__minus_8_dot_82566928_comma__minus_8_dot_82566928_comma_7_dot_32242_comma_7_dot_32242_comma_3_dot_7449984_comma_3_dot_7449984 agent1 loc_bar_3_bar__minus_4_bar_2_bar_60 tomato_3_dot_2485616_comma_3_dot_2485616_comma__minus_5_dot_72709276_comma__minus_5_dot_72709276_comma_3_dot_812916996_comma_3_dot_812916996)\n(PutObjectInReceptacle agent1 loc_bar__minus_7_bar__minus_3_bar_3_bar_60 knifetype knife__minus_8_dot_82566928_comma__minus_8_dot_82566928_comma_7_dot_32242_comma_7_dot_32242_comma_3_dot_7449984_comma_3_dot_7449984 fridge__minus_9_dot_90399932_comma__minus_9_dot_90399932_comma__minus_3_dot_132_comma__minus_3_dot_132_comma_0_dot_0_comma_0_dot_0)\n(PickupObjectInReceptacle agent1 loc_bar_3_bar__minus_4_bar_2_bar_60 tomato_3_dot_2485616_comma_3_dot_2485616_comma__minus_5_dot_72709276_comma__minus_5_dot_72709276_comma_3_dot_812916996_comma_3_dot_812916996 countertop_1_dot_896_comma_1_dot_896_comma__minus_6_dot_5_comma__minus_6_dot_5_comma_3_dot_7856_comma_3_dot_7856)\n(PutObjectInReceptacle agent1 loc_bar__minus_7_bar__minus_3_bar_3_bar_60 tomatotype tomato_3_dot_2485616_comma_3_dot_2485616_comma__minus_5_dot_72709276_comma__minus_5_dot_72709276_comma_3_dot_812916996_comma_3_dot_812916996 fridge__minus_9_dot_90399932_comma__minus_9_dot_90399932_comma__minus_3_dot_132_comma__minus_3_dot_132_comma_0_dot_0_comma_0_dot_0)')",False,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle"
train/pick_heat_then_place_in_recep-BreadSliced-None-GarbageCan-30/trial_T20190907_044445_578004,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BreadType)\n\t\t(receptacleType ?r GarbageCanType)\n\t\t(inReceptacle ?o ?r)\n\t\t(heatable ?o)\n\t\t(isHot ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_10_bar_1_bar_1_bar_45 knife_13_dot_41808128_comma_13_dot_41808128_comma_0_dot_931194188_comma_0_dot_931194188_comma_3_dot_7056732_comma_3_dot_7056732 countertop_12_dot_444_comma_12_dot_444_comma_0_dot_08_comma_0_dot_08_comma_3_dot_7452_comma_3_dot_7452)\n(CutObject_0 knife_13_dot_41808128_comma_13_dot_41808128_comma_0_dot_931194188_comma_0_dot_931194188_comma_3_dot_7056732_comma_3_dot_7056732 agent1 loc_bar_8_bar_2_bar_3_bar_60 bread_6_dot_13680268_comma_6_dot_13680268_comma_1_dot_947330236_comma_1_dot_947330236_comma_3_dot_8915676_comma_3_dot_8915676)\n(PutObjectInReceptacle agent1 loc_bar_11_bar_5_bar_1_bar_60 knifetype knife_13_dot_41808128_comma_13_dot_41808128_comma_0_dot_931194188_comma_0_dot_931194188_comma_3_dot_7056732_comma_3_dot_7056732 garbagecan_12_dot_728_comma_12_dot_728_comma_6_dot_4_comma_6_dot_4_comma_0_dot_1178724468_comma_0_dot_1178724468)\n(PickupObjectInReceptacle agent1 loc_bar_8_bar_2_bar_3_bar_60 bread_6_dot_13680268_comma_6_dot_13680268_comma_1_dot_947330236_comma_1_dot_947330236_comma_3_dot_8915676_comma_3_dot_8915676 countertop_4_dot_844_comma_4_dot_844_comma_1_dot_856_comma_1_dot_856_comma_3_dot_7488_comma_3_dot_7488)\n(HeatObject_1 microwave__minus_4_dot_136_comma__minus_4_dot_136_comma_5_dot_716_comma_5_dot_716_comma_3_dot_5567708_comma_3_dot_5567708 agent1 loc_bar__minus_1_bar_5_bar_3_bar_45 bread_6_dot_13680268_comma_6_dot_13680268_comma_1_dot_947330236_comma_1_dot_947330236_comma_3_dot_8915676_comma_3_dot_8915676)\n(PutObjectInReceptacle agent1 loc_bar_11_bar_5_bar_1_bar_60 breadtype bread_6_dot_13680268_comma_6_dot_13680268_comma_1_dot_947330236_comma_1_dot_947330236_comma_3_dot_8915676_comma_3_dot_8915676 garbagecan_12_dot_728_comma_12_dot_728_comma_6_dot_4_comma_6_dot_4_comma_0_dot_1178724468_comma_0_dot_1178724468)')",True,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, HeatObject_1, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-Pot-None-CounterTop-24/trial_T20190907_002332_305243,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_0_bar_7_bar_1_bar_45 pot_3_dot_6532_comma_3_dot_6532_comma_7_dot_0752_comma_7_dot_0752_comma_3_dot_403200148_comma_3_dot_403200148 stoveburner_3_dot_6532_comma_3_dot_6532_comma_7_dot_0752_comma_7_dot_0752_comma_3_dot_3752_comma_3_dot_3752)\n(ChillObject_0 fridge__minus_10_dot_572_comma__minus_10_dot_572_comma_8_dot_536_comma_8_dot_536_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_7_bar_9_bar_3_bar_60 pot_3_dot_6532_comma_3_dot_6532_comma_7_dot_0752_comma_7_dot_0752_comma_3_dot_403200148_comma_3_dot_403200148)\n(PutObjectInReceptacle agent1 loc_bar__minus_7_bar_9_bar_3_bar_60 pottype pot_3_dot_6532_comma_3_dot_6532_comma_7_dot_0752_comma_7_dot_0752_comma_3_dot_403200148_comma_3_dot_403200148 fridge__minus_10_dot_572_comma__minus_10_dot_572_comma_8_dot_536_comma_8_dot_536_comma_0_dot_0_comma_0_dot_0)')",False,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-Pot-None-CounterTop-24/trial_T20190907_002332_305243,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o PotType)\n\t\t(receptacleType ?r CounterTopType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_0_bar_7_bar_1_bar_45 pot_3_dot_6532_comma_3_dot_6532_comma_7_dot_0752_comma_7_dot_0752_comma_3_dot_403200148_comma_3_dot_403200148 stoveburner_3_dot_6532_comma_3_dot_6532_comma_7_dot_0752_comma_7_dot_0752_comma_3_dot_3752_comma_3_dot_3752)\n(ChillObject_0 fridge__minus_10_dot_572_comma__minus_10_dot_572_comma_8_dot_536_comma_8_dot_536_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_7_bar_9_bar_3_bar_60 pot_3_dot_6532_comma_3_dot_6532_comma_7_dot_0752_comma_7_dot_0752_comma_3_dot_403200148_comma_3_dot_403200148)\n(PutObjectInReceptacle agent1 loc_bar_0_bar_5_bar_1_bar_45 pottype pot_3_dot_6532_comma_3_dot_6532_comma_7_dot_0752_comma_7_dot_0752_comma_3_dot_403200148_comma_3_dot_403200148 countertop_3_dot_4584_comma_3_dot_4584_comma_3_dot_936_comma_3_dot_936_comma_3_dot_4344_comma_3_dot_4344)')",True,"PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
train/pick_cool_then_place_in_recep-BreadSliced-None-Microwave-19/trial_T20190911_082218_676174,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o BreadType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r)\n\t\t(coolable ?o)\n\t\t(isCool ?o)\n\t\t(sliceable ?o)\n\t\t(isSliced ?o))))\n)', '(PickupObjectInReceptacle agent1 loc_bar__minus_11_bar__minus_12_bar_3_bar_60 knife__minus_12_dot_90014744_comma__minus_12_dot_90014744_comma__minus_11_dot_30237772_comma__minus_11_dot_30237772_comma_3_dot_78454852_comma_3_dot_78454852 countertop__minus_7_dot_16_comma__minus_7_dot_16_comma__minus_15_dot_216_comma__minus_15_dot_216_comma_3_dot_7968_comma_3_dot_7968)\n(CutObject_0 knife__minus_12_dot_90014744_comma__minus_12_dot_90014744_comma__minus_11_dot_30237772_comma__minus_11_dot_30237772_comma_3_dot_78454852_comma_3_dot_78454852 agent1 loc_bar__minus_8_bar__minus_3_bar_3_bar_45 bread__minus_10_dot_89444924_comma__minus_10_dot_89444924_comma__minus_2_dot_484_comma__minus_2_dot_484_comma_3_dot_031356572_comma_3_dot_031356572)\n(PutObjectInReceptacle agent1 loc_bar__minus_10_bar__minus_9_bar_3_bar_60 knifetype knife__minus_12_dot_90014744_comma__minus_12_dot_90014744_comma__minus_11_dot_30237772_comma__minus_11_dot_30237772_comma_3_dot_78454852_comma_3_dot_78454852 fridge__minus_12_dot_75556944_comma__minus_12_dot_75556944_comma__minus_8_dot_74_comma__minus_8_dot_74_comma_0_dot_0_comma_0_dot_0)\n(PickupObjectInReceptacle agent1 loc_bar__minus_8_bar__minus_3_bar_3_bar_45 bread__minus_10_dot_89444924_comma__minus_10_dot_89444924_comma__minus_2_dot_484_comma__minus_2_dot_484_comma_3_dot_031356572_comma_3_dot_031356572 diningtable__minus_11_dot_476_comma__minus_11_dot_476_comma__minus_2_dot_024_comma__minus_2_dot_024_comma_2_dot_708_comma_2_dot_708)\n(ChillObject_0 fridge__minus_12_dot_75556944_comma__minus_12_dot_75556944_comma__minus_8_dot_74_comma__minus_8_dot_74_comma_0_dot_0_comma_0_dot_0 agent1 loc_bar__minus_10_bar__minus_9_bar_3_bar_60 bread__minus_10_dot_89444924_comma__minus_10_dot_89444924_comma__minus_2_dot_484_comma__minus_2_dot_484_comma_3_dot_031356572_comma_3_dot_031356572)\n(PutObjectInReceptacle agent1 loc_bar__minus_4_bar__minus_3_bar_1_bar_45 breadtype bread__minus_10_dot_89444924_comma__minus_10_dot_89444924_comma__minus_2_dot_484_comma__minus_2_dot_484_comma_3_dot_031356572_comma_3_dot_031356572 microwave__minus_0_dot_576_comma__minus_0_dot_576_comma__minus_3_dot_632_comma__minus_3_dot_632_comma_3_dot_615618228_comma_3_dot_615618228)')",True,"PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle","PickupObjectInReceptacle, CutObject_0, PutObjectInReceptacle, PickupObjectInReceptacle, ChillObject_0, PutObjectInReceptacle"
train/pick_and_place_simple-Tomato-None-Microwave-8/trial_T20190907_205050_993517,"('(:goal\n\t(exists (?r - receptacle)\n(exists (?o - object)\n(and \n\t\t(objectType ?o TomatoType)\n\t\t(receptacleType ?r MicrowaveType)\n\t\t(inReceptacle ?o ?r))))\n)', '(PickupObjectInReceptacle agent1 loc_bar_3_bar_8_bar_1_bar__minus_15 tomato_5_dot_55385304_comma_5_dot_55385304_comma_7_dot_60457228_comma_7_dot_60457228_comma_7_dot_0413766_comma_7_dot_0413766 fridge_5_dot_668_comma_5_dot_668_comma_8_dot_404_comma_8_dot_404_comma_0_dot_0_comma_0_dot_0)\n(PutObjectInReceptacle agent1 loc_bar_2_bar_0_bar_1_bar_30 tomatotype tomato_5_dot_55385304_comma_5_dot_55385304_comma_7_dot_60457228_comma_7_dot_60457228_comma_7_dot_0413766_comma_7_dot_0413766 microwave_5_dot_688_comma_5_dot_688_comma_0_dot_092_comma_0_dot_092_comma_4_dot_6_comma_4_dot_6)')",True,"PickupObjectInReceptacle, PutObjectInReceptacle","PickupObjectInReceptacle, PutObjectInReceptacle"
