problem_id,goal,task_success,task_plan,task_plan_success_prefix
train/pick_and_place_simple-RemoteControl-None-ArmChair-230/trial_T20190909_020906_064567,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o RemoteControlType) \n                (receptacleType ?r ArmChairType)\n                (inReceptacle ?o ?r) \n            )\n    )))', '(PickupObject_286 env_state env remotecontrol)\n(PutObjectInReceptacle_698 env_state env remotecontrol armchair)')",True,"PickupObject_286, PutObjectInReceptacle_698","PickupObject_286, PutObjectInReceptacle_698"
train/pick_cool_then_place_in_recep-AppleSliced-None-DiningTable-27/trial_T20190907_171803_405680,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '')",False,,
train/pick_cool_then_place_in_recep-Cup-None-SinkBasin-12/trial_T20190906_180434_894600,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CupType) \n                (receptacleType ?r SinkBasinType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))', '(PickupObject_1070 env_state env glassbottle)\n(CoolObject_150 env_state env glassbottle fridge)\n(PutObjectInReceptacle_137 env_state env glassbottle sinkbasin)')",False,"PickupObject_1070, CoolObject_150, PutObjectInReceptacle_137",
train/pick_heat_then_place_in_recep-Egg-None-DiningTable-19/trial_T20190909_152159_542794,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o EggType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o) \n            )\n    )))', '(PickupObject_402 env_state env egg)\n(HeatObject_94 env_state env egg stoveburner)\n(PickupObject_105 env_state env egg)\n(PutObjectInReceptacle_204 env_state env egg diningtable)')",False,"PickupObject_402, HeatObject_94, PickupObject_105, PutObjectInReceptacle_204",PickupObject_402
train/look_at_obj_in_light-Pencil-None-DeskLamp-306/trial_T20190907_235854_062993,"('(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot DeskLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o PencilType)\n                (holds ?a ?o)\n            )\n    ))))))', '(PickupObject_691 env_state env pencil)\n(FindToggleableLamp_0 env_state env)\n(ToggleObjectOn_100 env_state env floorlamp)')",False,"PickupObject_691, FindToggleableLamp_0, ToggleObjectOn_100",PickupObject_691
train/pick_cool_then_place_in_recep-LettuceSliced-None-DiningTable-27/trial_T20190909_061209_506966,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o LettuceType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_553 env_state env lettuce)\n(SliceObject_289 env_state env lettuce)\n(PutObjectInReceptacle_628 env_state env lettuce fridge)\n(PickupObject_163 env_state env lettuce)\n(PutObjectInReceptacle_53 env_state env lettuce diningtable)')",False,"PickupObject_553, SliceObject_289, PutObjectInReceptacle_628, PickupObject_163, PutObjectInReceptacle_53",PickupObject_553
train/pick_and_place_simple-SoapBottle-None-GarbageCan-417/trial_T20190909_120106_745160,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SoapBottleType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r) \n            )\n    )))', '(PickupObject_669 env_state env glassbottle)\n(PutObjectInReceptacle_770 env_state env glassbottle garbagecan)')",False,"PickupObject_669, PutObjectInReceptacle_770",
train/pick_and_place_simple-TomatoSliced-None-CounterTop-25/trial_T20190908_233657_231915,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o) \n            )\n    )))', '(PickupObject_1018 env_state env tomato)\n(SliceObject_239 env_state env tomato)\n(PutObjectInReceptacle_449 env_state env tomato countertop)')",False,"PickupObject_1018, SliceObject_239, PutObjectInReceptacle_449",PickupObject_1018
train/pick_clean_then_place_in_recep-Lettuce-None-SideTable-21/trial_T20190907_101234_922599,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o LettuceType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))', '(PickupObject_665 env_state env lettuce)\n(CleanObject_41 env_state env lettuce)\n(PutObjectInReceptacle_130 env_state env lettuce sidetable)')",False,"PickupObject_665, CleanObject_41, PutObjectInReceptacle_130",PickupObject_665
train/pick_heat_then_place_in_recep-Egg-None-Fridge-20/trial_T20190907_224507_776787,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o EggType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o) \n            )\n    )))', '(HeatObject_4 env_state env egg stoveburner)\n(PickupObjectFromReceptacle_32 env_state env egg stoveburner)\n(PutObjectInReceptacle_448 env_state env egg fridge)')",False,"HeatObject_4, PickupObjectFromReceptacle_32, PutObjectInReceptacle_448",
train/pick_and_place_simple-CellPhone-None-Drawer-302/trial_T20190907_235412_132976,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CellPhoneType) \n                (receptacleType ?r DrawerType)\n                (inReceptacle ?o ?r) \n            )\n    )))', '(PickupObject_630 env_state env cellphone)\n(PutObjectInReceptacle_679 env_state env cellphone drawer)')",False,"PickupObject_630, PutObjectInReceptacle_679",PickupObject_630
train/pick_heat_then_place_in_recep-BreadSliced-None-CounterTop-11/trial_T20190907_154448_313676,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(SliceObject_81 env_state env bread)\n(PickupObject_536 env_state env bread)\n(ToggleObjectOn_167 env_state env microwave)\n(PutObjectInReceptacle_729 env_state env bread microwave)\n(PickupObject_404 env_state env bread)\n(PutObjectInReceptacle_336 env_state env bread countertop)')",False,"SliceObject_81, PickupObject_536, ToggleObjectOn_167, PutObjectInReceptacle_729, PickupObject_404, PutObjectInReceptacle_336",
train/pick_heat_then_place_in_recep-BreadSliced-None-SideTable-28/trial_T20190907_180304_503402,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_887 env_state env bread)\n(SliceObject_76 env_state env bread)\n(PutObjectInReceptacle_533 env_state env bread microwave)\n(ToggleObjectOn_60 env_state env microwave)\n(ToggleObjectOff_1 env_state env microwave)\n(PickupObject_400 env_state env bread)\n(PutObjectInReceptacle_605 env_state env bread sidetable)')",False,"PickupObject_887, SliceObject_76, PutObjectInReceptacle_533, ToggleObjectOn_60, ToggleObjectOff_1, PickupObject_400, PutObjectInReceptacle_605",PickupObject_887
train/pick_clean_then_place_in_recep-SoapBar-None-Cabinet-418/trial_T20190907_035143_529621,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SoapBarType) \n                (receptacleType ?r CabinetType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))', '(PickupObject_212 env_state env soapbar)\n(PutObjectInReceptacle_521 env_state env soapbar cabinet)')",False,"PickupObject_212, PutObjectInReceptacle_521",PickupObject_212
train/pick_cool_then_place_in_recep-Lettuce-None-GarbageCan-16/trial_T20190909_014736_101510,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o LettuceType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))', '(PickupObject_171 env_state env lettuce)\n(CoolObject_26 env_state env lettuce fridge)\n(PickupObject_925 env_state env lettuce)\n(PutObjectInReceptacle_793 env_state env lettuce garbagecan)')",False,"PickupObject_171, CoolObject_26, PickupObject_925, PutObjectInReceptacle_793",
train/pick_cool_then_place_in_recep-LettuceSliced-None-CounterTop-1/trial_T20190909_153325_717118,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o LettuceType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_1021 env_state env lettuce)\n(SliceObject_87 env_state env lettuce)\n(PutObjectInReceptacle_170 env_state env lettuce fridge)\n(PickupObject_522 env_state env lettuce)\n(PutObjectInReceptacle_548 env_state env lettuce countertop)')",False,"PickupObject_1021, SliceObject_87, PutObjectInReceptacle_170, PickupObject_522, PutObjectInReceptacle_548",PickupObject_1021
train/pick_heat_then_place_in_recep-Egg-None-SinkBasin-8/trial_T20190907_001607_953024,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o EggType) \n                (receptacleType ?r SinkBasinType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o) \n            )\n    )))', '(PickupObject_599 env_state env egg)\n(HeatObject_129 env_state env egg stoveburner)\n(PutObjectInReceptacle_133 env_state env egg sinkbasin)')",False,"PickupObject_599, HeatObject_129, PutObjectInReceptacle_133",PickupObject_599
train/pick_heat_then_place_in_recep-PotatoSliced-None-SinkBasin-1/trial_T20190909_120859_255584,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r SinkBasinType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_859 env_state env potato)\n(SliceObject_206 env_state env potato)\n(CookObject_5 env_state env potato stoveburner)\n(PutObjectInReceptacle_12 env_state env potato sinkbasin)')",False,"PickupObject_859, SliceObject_206, CookObject_5, PutObjectInReceptacle_12",PickupObject_859
train/pick_clean_then_place_in_recep-Tomato-None-Fridge-20/trial_T20190909_091539_383661,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))', '(PickupObject_1091 env_state env tomato)\n(WashObject_13 env_state env tomato sinkbasin)\n(PutObjectInReceptacle_649 env_state env tomato fridge)')",False,"PickupObject_1091, WashObject_13, PutObjectInReceptacle_649",PickupObject_1091
train/pick_cool_then_place_in_recep-Potato-None-GarbageCan-18/trial_T20190909_044319_709757,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))', '(PickupObject_897 env_state env potato)\n(CheckObjectTemperature_0 env_state env potato)\n(CoolObjectInFridge_2 env_state env potato fridge)\n(PutObjectInGarbage_0 env_state env potato garbagecan)')",False,"PickupObject_897, CheckObjectTemperature_0, CoolObjectInFridge_2, PutObjectInGarbage_0",PickupObject_897
train/pick_heat_then_place_in_recep-Egg-None-GarbageCan-5/trial_T20190906_190505_376018,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o EggType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o) \n            )\n    )))', '(PickupObject_158 env_state env egg)\n(HeatObject_112 env_state env egg stoveburner)\n(PickupObject_795 env_state env egg)\n(PutObjectInReceptacle_294 env_state env egg garbagecan)')",False,"PickupObject_158, HeatObject_112, PickupObject_795, PutObjectInReceptacle_294",PickupObject_158
train/pick_and_place_simple-TomatoSliced-None-SideTable-3/trial_T20190908_091633_587949,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o) \n            )\n    )))', '(OpenObject_9 env_state env fridge)\n(PickupObject_127 env_state env tomato)\n(CloseObject_9 env_state env fridge)\n(PutObject_19 env_state env tomato diningtable)\n(SliceObject_171 env_state env tomato)')",False,"OpenObject_9, PickupObject_127, CloseObject_9, PutObject_19, SliceObject_171",
train/pick_cool_then_place_in_recep-Bread-None-DiningTable-26/trial_T20190906_184052_211612,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o BreadType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))', '(PickupObject_581 env_state env bread)\n(CoolObject_103 env_state env bread fridge)\n(PutObjectInReceptacle_863 env_state env bread diningtable)')",False,"PickupObject_581, CoolObject_103, PutObjectInReceptacle_863","PickupObject_581, CoolObject_103"
train/pick_cool_then_place_in_recep-Tomato-None-GarbageCan-6/trial_T20190909_083011_638518,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))', '(PickupObject_541 env_state env tomato)\n(PutObjectInReceptacle_701 env_state env tomato fridge)\n(PickupObject_97 env_state env tomato)\n(PutObjectInReceptacle_283 env_state env tomato garbagecan)')",False,"PickupObject_541, PutObjectInReceptacle_701, PickupObject_97, PutObjectInReceptacle_283",
train/pick_heat_then_place_in_recep-TomatoSliced-None-SinkBasin-15/trial_T20190909_043958_476680,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r SinkBasinType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_613 env_state env tomato)\n(SliceObject_266 env_state env tomato)\n(HeatObject_140 env_state env tomato stoveburner)\n(PickupObject_584 env_state env tomato)\n(PutObjectInReceptacle_208 env_state env tomato sinkbasin)')",False,"PickupObject_613, SliceObject_266, HeatObject_140, PickupObject_584, PutObjectInReceptacle_208",PickupObject_613
train/pick_and_place_simple-CreditCard-None-ArmChair-206/trial_T20190909_023729_905485,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o CreditCardType) \n                (receptacleType ?r ArmChairType)\n                (inReceptacle ?o ?r) \n            )\n    )))', '(PickupObject_912 env_state env creditcard)\n(PutObjectInReceptacle_459 env_state env creditcard chair)')",False,"PickupObject_912, PutObjectInReceptacle_459",PickupObject_912
train/pick_cool_then_place_in_recep-Mug-None-SideTable-21/trial_T20190907_153609_495974,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o MugType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))', '(PickupObject_1067 env_state env mug)\n(PutObjectInReceptacle_848 env_state env mug fridge)\n(PutObjectOnReceptacle_11 env_state env mug sidetable)')",False,"PickupObject_1067, PutObjectInReceptacle_848, PutObjectOnReceptacle_11","PickupObject_1067, PutObjectInReceptacle_848"
train/look_at_obj_in_light-Pen-None-DeskLamp-309/trial_T20190909_052008_160445,"('(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot DeskLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o PenType)\n                (holds ?a ?o)\n            )\n    ))))))', '(ToggleObjectOn_113 env_state env floorlamp)\n(PutObject_43 env_state env floorlamp sidetable)\n(PickupObject_744 env_state env pen)\n(PutObjectInReceptacle_678 env_state env pen sidetable)')",False,"ToggleObjectOn_113, PutObject_43, PickupObject_744, PutObjectInReceptacle_678",
train/look_at_obj_in_light-AlarmClock-None-DeskLamp-327/trial_T20190909_102016_233685,"('(:goal\n        (exists (?a - agent)\n        (exists (?r - receptacle)\n        (exists (?o - object)\n        (exists (?ot - object)\n        (exists (?l - location)\n            (and \n                (objectType ?ot DeskLampType)\n                (toggleable ?ot)\n                (isToggled ?ot) \n                (objectAtLocation ?ot ?l)\n                (atLocation ?a ?l)\n                (objectType ?o AlarmClockType)\n                (holds ?a ?o)\n            )\n    ))))))', '(PickupObject_361 env_state env alarmclock)\n(ToggleObjectOn_104 env_state env desklamp)')",False,"PickupObject_361, ToggleObjectOn_104",PickupObject_361
train/pick_cool_then_place_in_recep-PotatoSliced-None-GarbageCan-18/trial_T20190909_070406_229146,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_249 env_state env knife)\n(PickupObject_1105 env_state env potato)\n(SliceObject_88 env_state env potato)\n(PutObjectInReceptacle_849 env_state env potato fridge)\n(PickupObject_628 env_state env potato)\n(PutObjectInReceptacle_511 env_state env potato garbagecan)')",False,"PickupObject_249, PickupObject_1105, SliceObject_88, PutObjectInReceptacle_849, PickupObject_628, PutObjectInReceptacle_511",PickupObject_249
train/pick_cool_then_place_in_recep-Lettuce-None-DiningTable-18/trial_T20190909_122629_020439,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o LettuceType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n            )\n    )))', '(PickupObject_946 env_state env lettuce)\n(CoolObject_65 env_state env lettuce fridge)\n(PutObjectInReceptacle_146 env_state env lettuce sidetable)')",False,"PickupObject_946, CoolObject_65, PutObjectInReceptacle_146","PickupObject_946, CoolObject_65"
train/pick_clean_then_place_in_recep-Fork-None-Drawer-30/trial_T20190908_030821_996789,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ForkType) \n                (receptacleType ?r DrawerType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))', '(PickupObject_0 env_state env fork)\n(CleanObjectIfNeeded_1 env_state env fork)\n(PutObjectInReceptacle_621 env_state env fork drawer)')",False,"PickupObject_0, CleanObjectIfNeeded_1, PutObjectInReceptacle_621",PickupObject_0
train/pick_and_place_simple-TomatoSliced-None-Fridge-6/trial_T20190907_233151_665009,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r FridgeType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o) \n            )\n    )))', '(PickupObjectFromReceptacle_11 env_state env tomato fridge)\n(SliceObject_4 env_state env tomato)\n(PutObjectInReceptacle_767 env_state env tomato fridge)')",False,"PickupObjectFromReceptacle_11, SliceObject_4, PutObjectInReceptacle_767",PickupObjectFromReceptacle_11
train/pick_cool_then_place_in_recep-PotatoSliced-None-CounterTop-19/trial_T20190918_170643_072586,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o PotatoType) \n                (receptacleType ?r CounterTopType)\n                (inReceptacle ?o ?r)\n                (coolable ?o)\n                (isCool ?o) \n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_1114 env_state env potato)\n(SliceObject_249 env_state env potato)\n(PutObjectInReceptacle_602 env_state env potato fridge)\n(PickupObject_788 env_state env potato)\n(PutObjectInReceptacle_344 env_state env potato countertop)')",False,"PickupObject_1114, SliceObject_249, PutObjectInReceptacle_602, PickupObject_788, PutObjectInReceptacle_344",PickupObject_1114
train/pick_clean_then_place_in_recep-Lettuce-None-DiningTable-21/trial_T20190908_215554_002650,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o LettuceType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))', '(EnsureObjectIsClean_2 env_state env lettuce)\n(PickupObject_1136 env_state env lettuce)\n(PutObjectInReceptacle_68 env_state env lettuce diningtable)')",False,"EnsureObjectIsClean_2, PickupObject_1136, PutObjectInReceptacle_68",
train/pick_clean_then_place_in_recep-Tomato-None-DiningTable-23/trial_T20190909_000844_354286,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))', '(PickupObject_909 env_state env tomato)\n(CleanObject_24 env_state env tomato sinkbasin)\n(PickupObject_197 env_state env tomato)\n(PlaceCleanObject_0 env_state env tomato diningtable)')",False,"PickupObject_909, CleanObject_24, PickupObject_197, PlaceCleanObject_0",PickupObject_909
train/pick_and_place_simple-AppleSliced-None-Microwave-14/trial_T20190908_171220_804585,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AppleType) \n                (receptacleType ?r MicrowaveType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o) \n            )\n    )))', '(OpenObject_39 env_state env microwave)\n(PickupObject_418 env_state env apple)\n(PickupObject_213 env_state env butterknife)\n(SliceObject_154 env_state env apple butterknife)')",False,"OpenObject_39, PickupObject_418, PickupObject_213, SliceObject_154",OpenObject_39
train/pick_clean_then_place_in_recep-Fork-None-DiningTable-15/trial_T20190907_203144_140359,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o ForkType) \n                (receptacleType ?r DiningTableType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))', '(CleanObject_48 env_state env fork sinkbasin)\n(PutObjectOnReceptacle_5 env_state env fork diningtable)')",False,"CleanObject_48, PutObjectOnReceptacle_5",
train/pick_clean_then_place_in_recep-SoapBar-None-GarbageCan-403/trial_T20190909_080111_999655,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o SoapBarType) \n                (receptacleType ?r GarbageCanType)\n                (inReceptacle ?o ?r)\n                (cleanable ?o)\n                (isClean ?o) \n            )\n    )))', '(CleanObject_21 env_state env soapbar sinkbasin)\n(PickupObject_164 env_state env soapbar)\n(PutObjectInReceptacle_824 env_state env soapbar garbagecan)')",False,"CleanObject_21, PickupObject_164, PutObjectInReceptacle_824",
train/pick_and_place_simple-TomatoSliced-None-SideTable-28/trial_T20190908_213541_082467,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r) \n                (sliceable ?o)\n                (isSliced ?o) \n            )\n    )))', '(PickupObject_1116 env_state env knife)\n(SliceObject_38 env_state env tomato)\n(PutObjectInReceptacle_81 env_state env tomato countertop)')",False,"PickupObject_1116, SliceObject_38, PutObjectInReceptacle_81","PickupObject_1116, SliceObject_38"
train/pick_and_place_simple-AlarmClock-None-Dresser-319/trial_T20190908_002730_200712,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o AlarmClockType) \n                (receptacleType ?r DresserType)\n                (inReceptacle ?o ?r) \n            )\n    )))', '(PickupObject_1118 env_state env alarmclock)\n(PutObjectInReceptacle_774 env_state env alarmclock dresser)')",True,"PickupObject_1118, PutObjectInReceptacle_774","PickupObject_1118, PutObjectInReceptacle_774"
train/pick_heat_then_place_in_recep-TomatoSliced-None-SideTable-28/trial_T20190908_083001_373327,"('(:goal\n        (exists (?r - receptacle)\n        (exists (?o - object)\n            (and \n                (objectType ?o TomatoType) \n                (receptacleType ?r SideTableType)\n                (inReceptacle ?o ?r)\n                (heatable ?o)\n                (isHot ?o)\n                (sliceable ?o)\n                (isSliced ?o)  \n            )\n    )))', '(PickupObject_519 env_state env tomato)\n(SliceObject_133 env_state env tomato)\n(ToggleObjectOn_160 env_state env stoveburner)\n(HeatObject_77 env_state env tomato stoveburner)\n(PutObjectInReceptacle_84 env_state env tomato diningtable)')",False,"PickupObject_519, SliceObject_133, ToggleObjectOn_160, HeatObject_77, PutObjectInReceptacle_84",PickupObject_519
